序号,题目,主体类型,人物运动,能力专项,非人运动,Prompt类型,镜头语言,英文,prompt字数,题目来源,视频URL
375,一座城池出现在远方地平线上，城墙绵长坚固，在风雪中若隐若现。 无数黑甲骑兵从四面八方如黑色潮水般席卷而来。铁甲反射寒光，长矛如林，数不清的旌旗在风雪中剧烈翻卷舞动。骑兵冲锋一片混乱。 以大场面俯视角度的大广角全景图展现骑兵大战。 色彩以黑、白、灰、暗红为主，电影级光影，史诗感，8K，渲染引擎。无人机视角穿梭。,人物,运动体育,打斗场景,,叙述性描述,运镜,中文,155,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0374.mp4
376,"In a dimly lit room at night, a man stands silhouetted against a projection screen. An eye-level close-up shot reveals he is wearing a white tank top, with a silver earring glinting in his ear. His gaze is lost in the distance, his expression pensive and thoughtful. As the camera pans to the right, the background dissolves into a blur of intertwining blue and purple light, creating a mysterious and captivating atmosphere. The ethereal glow casts a kaleidoscope of colors onto his face, sharply defining the contours of his features. Mixed underlighting and side lighting create strong contrast throughout.",人物,情绪表情,画面构图,,叙述性描述,运镜,英文,99,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0375.mp4
377,"A cinematic wide shot with symmetrical composition shows a lone figure in a red coat walking down the center of a long, wet cobblestone street flanked by old European buildings on both sides. The buildings mirror each other perfectly, creating a strong central axis. Rain falls gently, reflecting the warm glow of vintage street lamps on the wet pavement. The camera tracks backward slowly, keeping the figure perfectly centered at all times. The towering architecture frames the subject on both sides, drawing the eye directly to the middle, all rendered in a moody blue and orange color grading with shallow depth of field.","人物,人造空间",日常行为,画面构图,,叙述性描述,运镜,英文,103,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0376.mp4
378,雨夜街角，特写镜头对准一位撑伞等待的行人。一辆出租车驶过，轮胎溅起水花。行人低头看手表，收起雨伞走向路边。镜头拉焦到前景雨珠，雨珠中折射出霓虹灯的倒影。焦点再次回到行人，他伸手拦下出租车，拉开车门上车。,人物,日常行为,,,叙述性描述,运镜,中文,101,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0377.mp4
379,镜头跟随一位在舞台上独舞的舞者移动。舞者先完成一组旋转，随后下蹲滑步横移至舞台另一侧，最后跳跃落地定格造型。背景舞台灯光处于失焦状态，形成流动的彩色光斑。,人物,表演艺术,,,叙述性描述,"运镜,时间操控",中文,77,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0378.mp4
380,"A close-up macro shot captures a single raindrop hitting a green lotus leaf in slow motion. The moment of impact is frozen in time, showing the water droplet deforming into a perfect crown shape before splashing outward. Tiny water droplets hang suspended in the air, glistening with sunlight. Soft natural lighting and shallow depth of field emphasize the highly detailed texture in a serene atmosphere.",物体,,,流体/软体,叙述性描述,时间操控,英文,65,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0379.mp4
381,一位雀斑女孩，双眸美丽，脸颊柔润，目光径直望向镜头。她绽开微笑。鱼眼镜头采用带有广角畸变的特写。镜头从她面部的特写开始，逐渐后拉，现出她双手向镜头轻递一支小白花的画面。纤指因情绪波动微微发颤，双马尾辫随之轻摆。微风撩起她的衣角，她顽皮地歪了歪头。背景虚化成带有轻微弧度的梦幻光晕，虹膜里流转着细碎光芒。,人物,情绪表情,,,叙述性描述,运镜,中文,151,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0380.mp4
382,"A Golden Retriever curiously approaches the lens, its nose almost touching the glass. Shot with a close-up fisheye lens, the dog's nose and mouth appear exaggeratedly enlarged due to perspective, its eyes looking like two giant black gems. Behind the dog, the owner sits on the sofa. Sunlight streams through the window onto the floor, forming circular warm light spots. The image is full of love and humor.",动物,,,动物运动,叙述性描述,,英文,68,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0381.mp4
383,红衣女子为女主，黑衣女子为对手。画面采用清晰的微观摄影风格，镜头贴近人物。首先聚焦红衣女子侧脸大特写，捕捉傍晚冷光下眼角汗珠、睫毛颤动以及眼神从漫不经心转为冷冽杀意的瞬间。山风仅吹动鬓角发丝与衣领一角，衣料纹理清晰可见；随即切换至手部与剑尖微距特写，展现手指紧扣剑柄时指节泛白的细节，以及两把剑尖在空气中微微颤动、反射寒光的金属质感，背景完全虚化；最后定格在两剑即将相交的毫米级距离，通过瞳孔快速切换捕捉眼神爆发的杀气，全程保持大光圈浅景深效果，营造烟雨江湖电影感，冷调低饱和，光影层次丰富，确保人物面部比例稳定、发丝与衣袂摆动遵循真实空气动力学，动作连贯自然，突出流体运动纹理与物理真实感。,人物,情绪表情,材质质感,,叙述性描述,"多镜头,时间操控",中文,296,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0382.mp4
384,电影级无人机镜头，未来感玻璃摩天大楼反射金色夕阳，云层快速移动。切至楼顶平台，一人站在边缘俯瞰城市。切回无人机视角，镜头绕建筑环飞，动态光影在玻璃幕墙上流转。,人造空间,日常行为,画面构图,,叙述性描述,"运镜,多镜头",中文,79,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0383.mp4
385,带有大窗户的温馨现代客厅，阳光透过薄纱窗帘洒入，尘埃在光束中飞舞，一人在沙发上阅读，暖色调，柔焦。,人造空间,日常行为,画面构图,,日常白话,,中文,49,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0384.mp4
386,"In a minimalist open-plan office, team members collaborate around a glass table bathed in natural light, with green plants visible in the background. The camera pans smoothly across the workspace, capturing the professional and productive atmosphere.",人物,日常行为,多个体/群体画面,,叙述性描述,运镜,英文,36,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0385.mp4
387,木桌上咖啡杯的微距镜头，蒸汽缓慢升起形成卷曲螺旋。一只手入画拿起小勺搅拌咖啡，液面出现旋涡。手放下勺子，端起杯子轻啜一口再放回桌面。镜头沿桌面缓慢滑动至窗边。,物体,,,流体/软体,叙述性描述,运镜,中文,79,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0386.mp4
388,色彩斑斓的水下珊瑚礁，彩色鱼群游动，阳光透过水面在沙底形成焦散图案。,"动物,自然景观",,多个体/群体画面,动物运动,日常白话,,中文,34,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0387.mp4
389,小草被风吹动，两只狗向不同方向转头看向远方。,动物,,,动物运动,日常白话,,中文,22,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0388.mp4
390,猫跳上桌子，开始喝水。,动物,,,动物运动,日常白话,,中文,11,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0389.mp4
391,清晨的原始森林，柔和的金色阳光透过茂密的树叶洒下。一只毛茸茸的树懒倒挂在低矮的树枝上，极其缓慢地眨了一下眼睛。切至微距特写，树懒的爪子紧握树枝，指甲纹理清晰。切回中景，一只彩色蝴蝶落在树懒鼻尖上，树懒缓慢地歪头注视。,动物,,,动物运动,叙述性描述,多镜头,中文,108,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0390.mp4
392,在一个温馨的公寓里，狗狗在趴着吃狗粮，猫猫走过来，伸出爪子碰了碰狗狗。切至狗狗面部特写，它停下吃饭抬头看猫。切回全景，猫猫依偎在狗狗身边，画面采用暖色调。,动物,,,动物运动,叙述性描述,多镜头,中文,77,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0391.mp4
393,一个定格动画风格的场景，主角是用黄色毛毡制作的小鸟。一只小鸟飞近鸟屋，与另一只小鸟分享一条虫子，在一个微缩场景中展现了羊毛、纸板和麻绳的触感。,动物,,材质质感,动物运动,日常白话,,中文,71,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0392.mp4
394,一座由寒冰雕琢而成的大教堂，自内部散发出柔和光芒。镜头从广角远景逐渐推至进门。切至内部仰拍视角，冰制穹顶上光线折射出彩虹。切回正面，冰柱细节清晰可见，内部结构逐渐显现。,人造空间,,材质质感,,叙述性描述,"运镜,多镜头",中文,84,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0393.mp4
395,一座由硬纸板和瓶盖搭建的微型城市，在夜晚焕发出生机。一列硬纸板火车缓缓驶过，小灯点缀其间呢，照亮前路。,人造空间,,材质质感,刚体位移,日常白话,,中文,51,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0394.mp4
396,"Extreme close-up of a high-end mechanical watch movement. The frame is densely packed with precision gears, mainsprings, ruby bearings, and screws. The background consists of deep, intricate mechanical shadows, emphasizing the complexity and metallic sheen.",物体,,材质质感,,叙述性描述,,英文,35,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0395.mp4
397,玻璃杯从木桌边缘缓缓滑出，坠向大理石地面粉碎。碎片向四周飞溅，其中一块较大的碎片滑过地面撞上桌腿反弹。杯中残余的红酒泼洒在白色大理石上，液体沿缝隙流淌。一只猫从桌下窜出，踩过酒液留下红色爪印，跳上窗台回头张望。,"动物,物体",,,刚体位移,日常白话,,中文,105,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0396.mp4
398,一个由木块和玻璃弹珠搭建在光滑桌面上的摇摇欲坠的塔。一颗弹珠滚向底部，引发连锁反应，木块一个接一个倒塌。切至慢动作微距，一块木块击中弹珠使其高速旋转弹射。切回全景，剩余的木块和弹珠在桌面上散落静止。,物体,,,刚体位移,叙述性描述,"多镜头,时间操控",中文,99,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0397.mp4
399,一个沉重的保龄球滚过抛光的木质球道，撞击一排水晶酒杯。撞击瞬间，前排酒杯炸裂成数千片碎片向外飞溅。碎片击中第二排酒杯，引发连锁破碎。其中一只酒杯被弹飞旋转着落在球道上弹跳三次才碎裂。保龄球继续向前滚过碎片区域，碾碎残留的杯底，最终撞上球道尽头的挡板弹回。慢镜头回放：一片锋利碎片在空中翻转，背景中其他碎片以不同速度散射，地面的酒液被气浪推成扇形。切换至俯拍视角，展现球道上碎片散布的全貌。,物体,,,刚体位移,叙述性描述,"多镜头,时间操控",中文,194,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0398.mp4
400,"A vertical ASMR video with no music, focused entirely on macro details. A light blue skincare gel bottle sits on a glass surface as a pale, elegant hand gently taps the glass, producing crisp fingernail tapping sounds. The hand picks up the bottle and slowly twists the cap with an audible rotation sound. A spoon scoops a portion of gel, and with a soft plop, a thick blob of pale blue gel lands heavily on the glass surface. The gel is dense and viscous, containing tiny realistic air bubbles, glowing like a gemstone under dramatic cool backlighting. The hand presses firmly onto the gel, flattening it and causing it to spread outward into an irregular circle as tiny bubbles swirl within the texture. Palm lines and skin details are clearly visible through the glass as the hand slowly spreads the gel in circular motions, thinning it into a semi-transparent oily film.","人物,物体",日常行为,材质质感,流体/软体,叙述性描述,,英文,151,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0399.mp4
401,俯拍镜头，蓝色的海浪拍打礁岩，场面恢宏壮阔。,自然景观,,,流体/软体,叙述性描述,,中文,22,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0400.mp4
402,特写镜头，一只拳头快速击打盛满非牛顿流体（玉米淀粉水）的容器。流体在受力瞬间表现出固体般的刚性，拳头未陷入；当拳头缓慢移开时，流体又恢复液态流动。,物体,,,流体/软体,叙述性描述,,中文,73,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0401.mp4
403,俯拍镜头，浓稠的蜂蜜从勺子缓慢滴落，拉伸成细长的丝状。,物体,,,流体/软体,叙述性描述,,中文,27,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0402.mp4
404,"Solid black background. The text ""THE FUTURE IS HERE"" appears in bold, white, sans-serif typography. The characters pop out one by one in a rapid sequence. As each character appears, it performs a subtle upward bounce combined with a quick scale-up (zoom-in) effect.",文字为主,,文字生成,,叙述性描述,,英文,43,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0403.mp4
405,"深蓝色背景，文字""智能驱动""以全息投影形式呈现。文字由无数发光的蓝色粒子组成，粒子从底部快速汇聚成字。切至侧面视角，文字整体缓慢旋转并闪烁，背景是流动的代码雨。切回正面，文字放大占满画面。",文字为主,,文字生成,,叙述性描述,多镜头,中文,94,,https://zhaojiaqi-new.s3.cn-north-1.jdcloud-oss.com/t2v_eval/t2v_v3_0808_qt_it478000_10s/0404.mp4
